,year,publisher,total_sales,critic_score,highestSales,lowestSales,highestScore,lowestScore
642,2010,Tecmo Koei,0.8200000000000001,4.8,Fist of the North Star: Ken's Rage,Fist of the North Star: Ken's Rage,Fist of the North Star: Ken's Rage,Fist of the North Star: Ken's Rage
643,2010,Telltale Games,0.05,7.0,Back to the Future: The Game,Back to the Future: The Game,Back to the Future: The Game,Back to the Future: The Game
644,2010,Ubisoft,1.4915384615384615,6.346153846153846,Assassin's Creed: Brotherhood,Dawn of Discovery: Venice,Assassin's Creed: Brotherhood,Fighters Uncaged
645,2010,Unknown,0.26,3.0,Power Gig: Rise of the SixString,Power Gig: Rise of the SixString,Power Gig: Rise of the SixString,Power Gig: Rise of the SixString
646,2010,Viva Media,0.06,8.0,S.T.A.L.K.E.R.: Call of Pripyat,S.T.A.L.K.E.R.: Call of Pripyat,S.T.A.L.K.E.R.: Call of Pripyat,S.T.A.L.K.E.R.: Call of Pripyat
647,2010,Warner Bros. Interactive,2.2380000000000004,7.38,LEGO Harry Potter: Years 1-4,The Lord of the Rings: Aragorn's Quest,Super Scribblenauts,The Lord of the Rings: Aragorn's Quest
648,2010,Xseed Games,0.19,7.1,Fragile Dreams: Farewell Ruins of the Moon,Samurai Shodown Sen,Ys: The Oath in Felghana,Samurai Shodown Sen
649,2011,1C Company,0.06,8.0,Men of War: Assault Squad,Men of War: Assault Squad,Men of War: Assault Squad,Men of War: Assault Squad
650,2011,2K Games,1.59,4.3,Duke Nukem Forever,Duke Nukem Forever,Duke Nukem Forever,Duke Nukem Forever
651,2011,2K Sports,3.085,6.25,NBA 2K12,Top Spin 4,NBA 2K12,Top Spin 4
652,2011,505 Games,0.405,4.75,Rugby World Cup 2011,Supremacy MMA,Supremacy MMA,Rugby World Cup 2011
653,2011,Activision,5.507142857142858,4.957142857142857,Call of Duty: Modern Warfare 3,Spider-Man: Edge of Time,Skylanders: Spyro's Adventure,X-Men: Destiny
654,2011,Aksys Games,0.175,6.95,BlazBlue: Continuum Shift II,BIT.TRIP COMPLETE,BIT.TRIP COMPLETE,BlazBlue: Continuum Shift II
655,2011,Atari,0.695,6.625,Test Drive Unlimited 2,Dungeons & Dragons: Daggerdale,The Witcher 2: Assassins of Kings,Venetica
656,2011,Atlus,0.34625,7.15,Catherine,Mahjong Cub3D,Radiant Historia,The Cursed Crusade
657,2011,Bethesda Softworks,6.567500000000001,7.3,The Elder Scrolls V: Skyrim,Hunted: The Demon's Forge,The Elder Scrolls V: Skyrim,Hunted: The Demon's Forge
658,2011,Capcom,0.5875,7.6125,Marvel vs. Capcom 3: Fate of Two Worlds,Ultimate Marvel vs. Capcom 3,Super Street Fighter IV: Arcade Edition,MotoGP 10/11
659,2011,City Interactive,0.23,7.0,TrackMania: Build to Race,TrackMania: Build to Race,TrackMania: Build to Race,TrackMania: Build to Race
660,2011,Codemasters,1.27,6.525,F1 2011,Bodycount,DiRT 3,Bodycount
661,2011,Crave Entertainment,0.1,5.6,Cartoon Network: Punch Time Explosion,Cartoon Network: Punch Time Explosion,Cartoon Network: Punch Time Explosion,Cartoon Network: Punch Time Explosion
662,2011,D3 Publisher,0.36333333333333334,5.8999999999999995,White Knight Chronicles II,Dream Trigger 3D,Earth Defense Force: Insect Armageddon,White Knight Chronicles II
663,2011,Deep Silver,4.67,6.7,Dead Island,Dead Island,Dead Island,Dead Island
664,2011,Destineer,0.01,6.5,Breach,Breach,Breach,Breach
665,2011,Disney Interactive Studios,2.5324999999999998,6.7,LEGO Pirates of the Caribbean: The Video Game,Phineas and Ferb: Across the 2nd Dimension,LEGO Pirates of the Caribbean: The Video Game,Cars 2
666,2011,DreamCatcher Interactive,0.1,7.9,The Book of Unwritten Tales,The Book of Unwritten Tales,The Book of Unwritten Tales,The Book of Unwritten Tales
667,2011,EA Sports,3.7533333333333334,7.2,FIFA Soccer 12,Madden NFL Football,NHL 12,Madden NFL Football
668,2011,Electronic Arts,2.482,7.166666666666667,Battlefield 3,Darkspore,Dead Space 2,Harry Potter and the Deathly Hallows - Part 2
669,2011,Excalibur Publishing,0.01,1.5,Street Cleaning Simulator,Street Cleaning Simulator,Street Cleaning Simulator,Street Cleaning Simulator
670,2011,Focus Home Interactive,0.049999999999999996,5.8999999999999995,Cities XL 2012,A Game of Thrones: Genesis,The Next BIG Thing,A Game of Thrones: Genesis
671,2011,Hudson Soft,0.12,6.7,Lost in Shadow,Lost in Shadow,Lost in Shadow,Lost in Shadow
672,2011,Ignition Entertainment,0.44,8.0,El Shaddai: Ascension of the Metatron,El Shaddai: Ascension of the Metatron,El Shaddai: Ascension of the Metatron,El Shaddai: Ascension of the Metatron
673,2011,Kalypso,0.1325,6.85,Tropico 4,Air Conflicts: Secret Wars,Tropico 4,Air Conflicts: Secret Wars
674,2011,Konami,0.59625,7.4125,Pro Evolution Soccer 2012,Castlevania: Lords of Shadow - Reverie,Metal Gear Solid HD Collection,Castlevania: Lords of Shadow - Reverie
675,2011,LucasArts,7.33,6.3,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III: The Clone Wars
676,2011,Majesco,0.08666666666666667,5.8999999999999995,Jaws: Ultimate Predator,Monster Tale,Monster Tale,Jaws: Ultimate Predator
677,2011,Meridian4,0.02,4.0,Trapped Dead,Trapped Dead,Trapped Dead,Trapped Dead
678,2011,Microsoft,2.04,8.6,Dance Central 2,Dance Central 2,Dance Central 2,Dance Central 2
679,2011,Microsoft Game Studios,0.06,7.0,Age of Empires Online,Age of Empires Online,Age of Empires Online,Age of Empires Online
680,2011,Microsoft Studios,2.43,7.959999999999999,Forza Motorsport 4,The Gunstringer,Forza Motorsport 4,Kinect Sports: Season Two
681,2011,NIS America,0.32,7.05,Disgaea 4: A Promise Unforgotten,Phantom Brave: The Hermuda Triangle,Cave Story 3D,Hyperdimension Neptunia
682,2011,Namco,0.36,4.0,Tekken Hybrid,Tekken Hybrid,Tekken Hybrid,Tekken Hybrid
683,2011,Namco Bandai,0.7688888888888888,6.522222222222222,Dark Souls,Naruto Shippuden: Kizuna Drive,Dark Souls,Dragon Ball Z: Ultimate Tenkaichi
684,2011,Natsume,0.42333333333333334,6.766666666666667,Harvest Moon: The Tale of Two Towns,Gabrielle's Ghostly Groove 3D,Gabrielle's Ghostly Groove 3D,Harvest Moon: The Tale of Two Towns
685,2011,Nintendo,0.552,6.68,PilotWings Resort,Mystery Case Files: The Malgrave Incident,Tetris Axis,Steel Diver
686,2011,Nordic Games,0.16,3.5,We Dance,We Dance,We Dance,We Dance
687,2011,Paradox Interactive,0.005,6.05,Pirates of Black Cove,Mount & Blade: With Fire & Sword,Mount & Blade: With Fire & Sword,Pirates of Black Cove
688,2011,Rockstar Games,6.39,7.9,L.A. Noire,L.A. Noire,L.A. Noire,L.A. Noire
689,2011,Sega,0.8445454545454545,6.245454545454546,Sonic Generations,Conduit 2,Aliens: Infestation,Thor: God of Thunder
690,2011,Sony Computer Entertainment,1.0283333333333333,7.3,LittleBigPlanet 2,PlayStation Move Ape Escape,LittleBigPlanet 2,PlayStation Move Ape Escape
691,2011,Sony Online Entertainment,0.74,6.5,DC Universe Online,DC Universe Online,DC Universe Online,DC Universe Online
692,2011,SouthPeak Interactive,0.6,5.3,Two Worlds II,Stronghold 3,Two Worlds II,Stronghold 3
693,2011,Square Enix,0.860909090909091,7.109090909090909,Deus Ex: Human Revolution,MindJack,Tactics Ogre: Let Us Cling Together,MindJack
694,2011,THQ,1.1466666666666667,6.453333333333333,Saints Row: The Third,"Warhammer 40,000: Dawn of War II - Retribution",Saints Row: The Third,Kung Fu Panda 2
695,2011,Tecmo Koei,0.6699999999999999,5.933333333333334,Dynasty Warriors 7,TRINITY: Souls of Zill O'll,Dynasty Warriors: Gundam 3,TRINITY: Souls of Zill O'll
696,2011,Tommo,0.04,7.0,Jerry Rice and Nitus' Dog Football,Jerry Rice and Nitus' Dog Football,Jerry Rice and Nitus' Dog Football,Jerry Rice and Nitus' Dog Football
697,2011,Tripwire Interactive,0.13,7.7,Red Orchestra 2: Heroes of Stalingrad,Red Orchestra 2: Heroes of Stalingrad,Red Orchestra 2: Heroes of Stalingrad,Red Orchestra 2: Heroes of Stalingrad
698,2011,Ubisoft,0.9511999999999999,6.412000000000001,Assassin's Creed: Revelations,From Dust,Anno 2070,Driver: Renegade
699,2011,Unknown,0.35,8.65,RIFT,LIMBO,LIMBO,RIFT
700,2011,Valve,3.79,9.6,Portal 2,Portal 2,Portal 2,Portal 2
701,2011,Visco,0.02,5.3,The Haunted: Hell's Reach,The Haunted: Hell's Reach,The Haunted: Hell's Reach,The Haunted: Hell's Reach
702,2011,Viva Media,0.045,7.15,Gray Matter,STORM: Frontline Nation,Gray Matter,STORM: Frontline Nation
703,2011,Wargaming.net,0.28,7.8,World of Tanks,World of Tanks,World of Tanks,World of Tanks
704,2011,Warner Bros. Interactive,2.40625,7.45,Batman: Arkham City,Green Lantern: Rise of the Manhunters,Batman: Arkham City,LEGO Battles: Ninjago
705,2011,Warner Bros. Interactive Entertainment,5.73,8.5,Mortal Kombat (2011),Mortal Kombat (2011),Mortal Kombat (2011),Mortal Kombat (2011)
706,2011,Xseed Games,0.13,7.366666666666667,Solatorobo: Red the Hunter,Ys I & II Chronicles,The Legend of Heroes: Trails in the Sky,Ys I & II Chronicles
707,2012,2K Games,1.94,8.8,XCOM: Enemy Unknown,XCOM: Enemy Unknown,XCOM: Enemy Unknown,XCOM: Enemy Unknown
708,2012,2K Sports,5.91,7.6,NBA 2K13,NBA 2K13,NBA 2K13,NBA 2K13
709,2012,505 Games,1.84,7.0,Sniper Elite V2,Sniper Elite V2,Sniper Elite V2,Sniper Elite V2
710,2012,Activision,7.9399999999999995,5.35,Call of Duty: Black Ops II,007 Legends,Call of Duty: Black Ops II,Call of Duty Black Ops: Declassified
711,2012,Aksys Games,0.03,9.0,Zero Escape: Virtue's Last Reward,Zero Escape: Virtue's Last Reward,Zero Escape: Virtue's Last Reward,Zero Escape: Virtue's Last Reward
712,2012,Atlus,0.17,7.300000000000001,Code of Princess,Gungnir,Gungnir,Code of Princess
713,2012,Bethesda Softworks,0.58,6.8,Doom 3 BFG Edition,Doom 3 BFG Edition,Doom 3 BFG Edition,Doom 3 BFG Edition
714,2012,Capcom,2.31,7.2,Resident Evil: Revelations,Resident Evil: Revelations,Resident Evil: Revelations,Resident Evil: Revelations
715,2012,Codemasters,1.5,7.9,F1 2012,F1 2012,F1 2012,F1 2012
716,2012,Deep Silver,0.37,5.5,Risen 2: Dark Waters,Risen 2: Dark Waters,Risen 2: Dark Waters,Risen 2: Dark Waters
717,2012,Disney Interactive Studios,0.37,6.25,Epic Mickey: Power of Illusion,Disney Epic Mickey 2: The Power of Two,Epic Mickey: Power of Illusion,Disney Epic Mickey 2: The Power of Two
718,2012,EA Sports,2.9166666666666665,6.766666666666667,Madden NFL 13,FIFA 13,NCAA Football 13,Madden NFL 13
719,2012,Electronic Arts,3.956666666666667,8.166666666666666,Need for Speed: Most Wanted (2012),NHL 13,Mass Effect 3,Need for Speed: Most Wanted (2012)
720,2012,Frozenbyte,0.04,7.8,Trine 2: Director's Cut,Trine 2: Director's Cut,Trine 2: Director's Cut,Trine 2: Director's Cut
721,2012,Konami,0.42,7.9,Metal Gear Solid: Snake Eater 3D,Metal Gear Solid: Snake Eater 3D,Metal Gear Solid: Snake Eater 3D,Metal Gear Solid: Snake Eater 3D
722,2012,Namco Bandai,0.21,6.5,Tekken 3D: Prime Edition,Tekken 3D: Prime Edition,Tekken 3D: Prime Edition,Tekken 3D: Prime Edition
723,2012,Namco Bandai Games,0.13,6.4,Tekken Tag Tournament 2,Tank! Tank! Tank!,Tekken Tag Tournament 2,Tank! Tank! Tank!
724,2012,Natsume,0.95,8.2,Harvest Moon 3D: A New Beginning,Harvest Moon 3D: A New Beginning,Harvest Moon 3D: A New Beginning,Harvest Moon 3D: A New Beginning
725,2012,Nintendo,0.55,7.225,Xenoblade Chronicles,Nintendo Pocket Football Club,New Play Control! Pikmin 2,Spirit Camera: The Cursed Memoir
726,2012,Sega,0.6759999999999999,6.58,London 2012: The Official Video Game of the Olympic Games,Crush3D,Rhythm Thief & the Emperor's Treasure,London 2012: The Official Video Game of the Olympic Games
727,2012,Sony Computer Entertainment,0.724,7.040000000000001,Uncharted: Golden Abyss,MotorStorm RC,MotorStorm RC,Resistance: Burning Skies
728,2012,Square Enix,2.65,7.9,Final Fantasy XIII-2,Sleeping Dogs,Final Fantasy XIII-2,Final Fantasy XIII-2
729,2012,THQ,1.8,8.2,Darksiders II,Darksiders II,Darksiders II,Darksiders II
730,2012,Tecmo Koei,0.98,7.6,Dead or Alive 5,Dead or Alive 5,Dead or Alive 5,Dead or Alive 5
731,2012,Telltale Games,0.82,9.7,The Walking Dead: A Telltale Games Series,The Walking Dead: A Telltale Games Series,The Walking Dead: A Telltale Games Series,The Walking Dead: A Telltale Games Series
732,2012,Ubisoft,2.245,5.925,Assassin's Creed III,Rabbids Land,Assassin's Creed III,ESPN: Sports Connection
733,2012,Warner Bros. Interactive Entertainment,0.375,7.8,Scribblenauts: Unlimited,Batman: Arkham City Armored Edition,Batman: Arkham City Armored Edition,Scribblenauts: Unlimited
734,2013,2K Games,1.82,9.5,BioShock Infinite,BioShock Infinite,BioShock Infinite,BioShock Infinite
735,2013,2K Sports,2.3200000000000003,7.6,WWE 2K14,WWE 2K14,WWE 2K14,WWE 2K14
736,2013,Activision,14.535,7.300000000000001,Call of Duty: Ghosts,Skylanders SWAP Force,Skylanders SWAP Force,Call of Duty: Ghosts
737,2013,Atlus,0.26,8.1,Etrian Odyssey: Millennium Girl,Etrian Odyssey: Millennium Girl,Etrian Odyssey: Millennium Girl,Etrian Odyssey: Millennium Girl
738,2013,Capcom,0.38,8.649999999999999,Monster Hunter 3 Ultimate,DuckTales: Remastered,Monster Hunter 3 Ultimate,DuckTales: Remastered
739,2013,Codemasters,0.8799999999999999,7.7,F1 2013,F1 2013,F1 2013,F1 2013
740,2013,D3Publisher,0.04,2.8,Adventure Time: Explore the Dungeon Because I Don't Know!,Adventure Time: Explore the Dungeon Because I Don't Know!,Adventure Time: Explore the Dungeon Because I Don't Know!,Adventure Time: Explore the Dungeon Because I Don't Know!
741,2013,Deep Silver,1.4300000000000002,5.6,Dead Island: Riptide,Dead Island: Riptide,Dead Island: Riptide,Dead Island: Riptide
742,2013,Disney Interactive Studios,0.67,7.6,Disney Infinity,Disney Infinity,Disney Infinity,Disney Infinity
743,2013,EA Sports,4.105,7.35,Madden NFL 25,NCAA Football 14,NCAA Football 14,Madden NFL 25
744,2013,Electronic Arts,6.475,7.95,Battlefield 4,Crysis 3,Battlefield 4,Crysis 3
745,2013,Focus Home Interactive,0.39,3.0,Farming Simulator 2013,Farming Simulator 2013,Farming Simulator 2013,Farming Simulator 2013
746,2013,Konami Digital Entertainment,1.0333333333333334,8.033333333333333,Metal Gear Rising: Revengeance,Castlevania: Lords of Shadow - Mirror of Fate,Metal Gear Rising: Revengeance,Castlevania: Lords of Shadow - Mirror of Fate
747,2013,Namco Bandai Games,0.185,6.6,Star Trek: The Game,Naruto Powerful Shippuden,Naruto Powerful Shippuden,Star Trek: The Game
748,2013,Natsume,0.5,5.5,Hometown Story,Hometown Story,Hometown Story,Hometown Story
749,2013,Nintendo,0.354,6.659999999999999,Mario & Sonic at the Sochi 2014 Olympic Winter Games,Pokémon Rumble U,The Wonderful 101,Pokémon Rumble U
750,2013,Rockstar Games,48.43,9.0,Grand Theft Auto V,Grand Theft Auto V,Grand Theft Auto V,Grand Theft Auto V
751,2013,Sega,0.85,5.2,Sonic Lost World,Sonic Lost World,Sonic Lost World,Sonic Lost World
752,2013,Sony Computer Entertainment,0.21,5.0,Move Fitness,Move Fitness,Move Fitness,Move Fitness
753,2013,Sony Computer Entertainment America,0.9550000000000001,7.5,MLB 13: The Show,Killzone: Mercenary,MLB 13: The Show,Killzone: Mercenary
754,2013,Square Enix,4.41,8.5,Tomb Raider (2013),Tomb Raider (2013),Tomb Raider (2013),Tomb Raider (2013)
755,2013,Tecmo Koei,0.2,6.5,Fist of the North Star: Ken's Rage 2,Dead or Alive 5 Plus,Dead or Alive 5 Plus,Fist of the North Star: Ken's Rage 2
