title,total_sales,release_date,critic_score,genre,publisher
Neverwinter Nights 2: Storm of Zehir,0.01,2008-11-18,7.2,Role-Playing,Atari
New Gundam Breaker,0.13,2018-06-22,2.8,Action,Namco Bandai Games
New International Track & Field,0.08,2008-07-22,7.4,Sports,Konami
New Play Control! Pikmin,0.64,2009-03-09,7.7,Strategy,Nintendo
New Play Control! Pikmin 2,0.61,2012-06-10,8.7,Strategy,Nintendo
Ni no Kuni II: Revenant Kingdom,0.89,2018-03-23,8.7,Role-Playing,Namco Bandai Games
NiGHTS into dreams...,0.43,1996-08-01,9.1,Platform,Sega
NiGHTS: Journey of Dreams,0.41,2007-12-18,7.0,Platform,Sega
Nickelodeon Kart Racers,0.13,2018-10-23,2.0,Racing,GameMill Entertainment
NieR,0.9199999999999999,2010-04-27,6.4,Role-Playing,Square Enix
Night at the Museum: Battle of the Smithsonian,0.11,2009-05-05,5.4,Action,Majesco
Nightmare Creatures,0.26,1997-01-01,7.1,Action,Activision
Ninja Blade,0.33,2009-04-07,6.7,Action,Microsoft
Ninja Gaiden 3: Razor's Edge,0.19,2012-11-18,6.5,Action,Nintendo
Ninja Gaiden Black,0.09,2005-09-20,9.5,Action,Tecmo
Ninja Gaiden Sigma 2,0.85,2009-09-29,8.5,Action,Tecmo Koei
Nintendo Labo: Toy-Con 02 Robot Kit,0.36,2018-04-20,7.0,Action,Nintendo
Nintendo Labo: Toy-Con 03 Vehicle Kit,0.41,2018-09-14,7.0,Racing,Nintendo
Nintendo Pocket Football Club,0.12,2012-07-12,7.0,Sports,Nintendo
No Man's Sky,2.26,2016-08-09,6.8,Action-Adventure,Hello Games
No More Heroes,0.56,2008-01-22,8.2,Action,Ubisoft
No More Heroes 2: Desperate Struggle,0.4,2010-01-26,8.5,Action,Ubisoft
No More Heroes: Heroes' Paradise,0.2,2011-08-16,7.4,Action,Konami
Nostalgia,0.19,2009-10-27,7.2,Role-Playing,Ignition Entertainment
Obscure,0.07,2005-04-06,6.8,Adventure,DreamCatcher Interactive
Obscure: The Aftermath,0.09,2009-09-29,6.5,Adventure,Playlogic Game Factory
Octomania,0.06,2008-03-31,6.7,Puzzle,Conspiracy Entertainment
Odama,0.11,2006-04-10,6.5,Misc,Nintendo
Oddworld: Abe's Exoddus,0.99,1998-11-17,8.6,Platform,GT Interactive
Oddworld: Abe's Oddysee,1.24,1997-08-31,8.3,Platform,GT Interactive
Odin Sphere,0.56,2007-05-22,8.0,Role-Playing,Atlus
Ogre Battle 64: Person of Lordly Caliber,0.41,2000-10-07,9.1,Role-Playing,Atlus
Ogre Battle Saga Episode Five: The March of the Black Queen,0.2,1997-07-31,7.6,Role-Playing,Atlus
Ogre Battle Series: Tactics Ogre,0.08,1998-05-01,7.9,Role-Playing,Atlus
OkamiDen,0.43,2011-03-15,8.3,Adventure,Capcom
One Piece: Pirate Warriors 3 - Deluxe Edition,0.06,2018-05-11,8.5,Action,Bandai Namco Entertainment
Open Season,0.5900000000000001,2006-09-19,5.0,Platform,Ubisoft
Operation Flashpoint: Dragon Rising,1.9100000000000001,2009-10-06,7.3,Shooter,Codemasters
Operation Flashpoint: Red River,0.67,2011-06-07,6.8,Shooter,Codemasters
Opoona,0.1,2008-03-25,6.4,Role-Playing,KOEI
Otomedius Excellent,0.18,2011-11-01,7.0,Shooter,Konami
Over G Fighters,0.22,2006-06-27,5.1,Simulation,Ubisoft
Over the Hedge,1.27,2006-05-05,6.5,Platform,Activision
Overcooked Special Edition,0.11,2018-02-13,8.4,Simulation,Team 17
Overcooked! 2,0.29,2018-08-07,8.4,Simulation,Sold Out
Overlord,0.4,2007-06-26,7.7,Adventure,Codemasters
Overlord: Dark Legend,0.37,2009-06-23,7.0,Adventure,Codemasters
Overwatch,8.18,2016-05-24,8.7,Shooter,Blizzard Entertainment
Owlboy,0.05,2018-05-29,9.0,Platform,Soedesco
P.N.03 - Product Number Three,0.08,2003-09-09,6.3,Shooter,Capcom
PES 2009: Pro Evolution Soccer,3.36,2008-11-11,7.3,Sports,Konami
PGR3 - Project Gotham Racing 3,0.6,2005-11-16,8.8,Racing,Microsoft Game Studios
PGR4 - Project Gotham Racing 4,2.04,2007-10-02,8.6,Racing,Microsoft Game Studios
PGR: Project Gotham Racing 2,1.67,2003-11-17,8.9,Racing,Microsoft Game Studios
Pac-Man & Galaga Dimensions,0.19,2011-07-26,5.7,Action,Namco Bandai
Pac-Man Fever,0.28,2002-09-03,5.1,Misc,Namco
Pac-Man World 2,0.37,2002-03-19,7.5,Platform,Namco
Pac-Pix,0.27,2005-04-26,6.8,Puzzle,Namco
Panzer Dragoon Orta,0.26,2003-01-12,8.8,Shooter,Sega
Panzer Dragoon Saga,0.11,1998-04-30,9.1,Role-Playing,Sega
Paper Mario,0.0,2007-07-16,9.0,Role-Playing,Nintendo
Paper Mario: Color Splash,0.87,2016-10-07,7.4,Action-Adventure,Nintendo
Paperboy,0.24,1999-10-31,8.0,Action,Midway Games
Patapon,0.82,2008-02-26,8.7,Platform,Sony Computer Entertainment
Patapon 2,0.11,2009-05-05,8.2,Platform,Sony Computer Entertainment
Patapon 3,0.28,2011-04-12,7.4,Platform,Sony Computer Entertainment
Patrician IV,0.04,2010-09-14,6.7,Strategy,Kalypso
Payday 2,0.44,2015-06-16,5.0,Shooter,505 Games
PenPen TriIceLon,0.06,1999-09-09,5.8,Racing,Infogrames
Penny-Punching Princess,0.03,2018-04-03,6.5,Misc,NIS America
Penumbra: Overture,0.0,2007-05-08,6.9,Adventure,Got Game Entertainment
Persona,0.45,1996-01-01,8.1,Role-Playing,Atlus
Persona 2: Eternal Punishment,0.35,2000-12-22,8.7,Role-Playing,Atlus
Peter Jackson's King Kong: The Official Game of the Movie,0.69,2005-11-21,6.0,Action,Ubisoft
Petz Catz Clan,0.55,2008-11-18,5.0,Simulation,Ubisoft
Petz Monkeyz House,0.22,2008-11-18,5.5,Simulation,Ubisoft
Petz Sports,0.47,2008-11-04,5.0,Simulation,Ubisoft
Petz: Crazy Monkeyz,0.26,2008-11-18,3.5,Simulation,Ubisoft
Phalanx,0.0,2001-12-27,5.0,Shooter,Kemco
Phantasy Star Collection,0.11,2002-11-24,7.9,Role-Playing,THQ
Phantasy Star Online,0.2,2001-01-29,8.9,Role-Playing,Sega
Phantasy Star Online Episode I & II,0.6,2002-10-29,8.2,Role-Playing,Sega
Phantasy Star Online Episode III: C.A.R.D. Revolution,0.08,2004-03-02,7.4,Role-Playing,Sega
Phantasy Star Online Ver. 2,0.19,2001-09-24,8.3,Role-Playing,Sega
Phantasy Star Universe,0.12,2006-10-24,6.4,Role-Playing,Sega
Phantom Brave: The Hermuda Triangle,0.1,2011-03-08,7.2,Role-Playing,NIS America
Phantom Brave: We Meet Again,0.13,2009-08-11,7.6,Role-Playing,NIS America
Phantom Dust,0.11,2005-03-15,8.2,Action,Majesco
Philosoma,0.05,1996-02-26,5.0,Shooter,Sony Computer Entertainment
Phineas and Ferb: Across the 2nd Dimension,0.32,2011-08-02,6.8,Action,Disney Interactive Studios
Phoenix Wright: Ace Attorney,0.93,2005-10-12,8.1,Adventure,Capcom
Phoenix Wright: Ace Attorney - Dual Destinies,0.38,2014-01-01,8.1,Misc,Unknown
Phoenix Wright: Ace Attorney - Justice for All,0.53,2007-01-16,7.6,Adventure,Capcom
Phoenix Wright: Ace Attorney - Trials and Tribulations,0.62,2007-10-23,7.9,Adventure,Capcom
Phoenix Wright: Ace Attorney: Spirit of Justice,0.29,2016-09-30,8.1,Adventure,Capcom
Picross 3D,0.5,2010-05-03,8.7,Puzzle,Nintendo
Picross 3D Round 2,0.12,2016-09-01,8.6,Puzzle,Nintendo
Picross DS,0.5,2007-07-30,8.4,Puzzle,Nintendo
Pillars of Eternity,0.16,2017-08-29,8.3,Role-Playing,Paradox Interactive
PilotWings Resort,0.96,2011-03-27,6.9,Simulation,Nintendo
Pimp My Ride,0.11,2006-12-06,3.8,Racing,Activision
Pinball Hall of Fame: The Gottlieb Collection,0.23,2005-12-06,7.2,Misc,Crave Entertainment
Pinball Hall of Fame: The Williams Collection,0.11,2008-02-26,8.0,Misc,Crave Entertainment
Pirates of Black Cove,0.01,2011-08-02,5.5,Adventure,Paradox Interactive
Pirates of the Caribbean: At World's End,0.42,2007-05-22,6.0,Action,Disney Interactive Studios
Pirates of the Caribbean: Dead Man's Chest,0.28,2006-06-27,4.3,Adventure,Buena Vista
PixelJunk Monsters Deluxe,0.12,2010-04-27,8.7,Strategy,Sony Computer Entertainment
Planescape: Torment,0.03,1999-11-30,8.8,Role-Playing,Interplay
Planet 51,0.11,2009-11-17,5.7,Action,Sega
Planet Puzzle League,0.33,2007-06-04,8.6,Puzzle,Nintendo
Plants vs Zombies: Garden Warfare,1.8399999999999999,2014-02-25,7.6,Shooter,Electronic Arts
Plants vs. Zombies,1.3800000000000001,2010-09-28,8.1,Strategy,PopCap Games
PlayStation Move Ape Escape,0.04,2011-07-05,4.0,Party,Sony Computer Entertainment
PlayStation Move Heroes,0.18,2011-03-22,4.8,Platform,Sony Computer Entertainment
Pocket Pool,0.04,2007-04-18,3.4,Action,Eidos Interactive
Pocket Racers,0.01,2006-11-14,3.8,Racing,Konami
Poi,0.07,2017-02-01,5.0,Platform,Polykid
PokéPark 2: Wonders Beyond,0.76,2012-02-27,6.5,Action-Adventure,Nintendo
Pokémon Art Academy,0.5,2014-10-24,7.8,Misc,Nintendo
Pokémon Channel,0.38,2003-12-01,5.2,Adventure,Nintendo
Pokémon Dash,0.77,2005-03-14,5.3,Racing,Nintendo
Pokémon Rumble U,0.0,2013-08-29,5.7,Action,Nintendo
Pokémon Rumble World,0.11,2015-04-08,7.0,Action,Nintendo
Polarium,0.26,2005-04-18,7.6,Puzzle,Nintendo
Poochy & Yoshi's Woolly World,0.55,2017-02-03,7.5,Platform,Nintendo
Portal 2,3.79,2011-04-19,9.6,Shooter,Valve
Portal Runner,0.13,2001-09-10,6.7,Platform,3DO
Power Gig: Rise of the SixString,0.26,2010-10-19,3.0,Misc,Unknown
Power Rangers: Dino Thunder,0.4,2004-09-14,5.3,Action,THQ
Power Stone,0.14,1999-08-31,8.6,Fighting,Capcom
PowerUp Heroes,0.3,2011-10-18,4.0,Fighting,Ubisoft
Prey,0.36,2006-07-11,8.2,Shooter,2K Games
Primal,0.43,2003-03-25,7.1,Action,Sony Computer Entertainment
Prince of Persia,2.08,2008-12-02,8.2,Adventure,Ubisoft
Prince of Persia Trilogy,0.51,2011-04-19,8.3,Action,Ubisoft
Prince of Persia: Revelations,0.21,2005-12-06,6.3,Adventure,Ubisoft
Prince of Persia: Rival Swords,0.29,2007-04-03,7.0,Action,Ubisoft
Prince of Persia: The Forgotten Sands,0.86,2010-05-18,7.5,Action,Ubisoft
Prince of Persia: The Sands of Time,3.48,2003-11-06,9.0,Adventure,Ubisoft
Prince of Persia: The Two Thrones,0.15,2005-12-01,8.7,Adventure,Ubisoft
Prince of Persia: Warrior Within,0.2,2004-11-30,8.2,Adventure,Ubisoft
"Prinny 2: Dawn of Operation Panties, Dood!",0.11,2011-01-11,6.3,Platform,NIS America
Prinny: Can I Really Be the Hero?,0.11,2009-02-17,7.2,Platform,NIS America
Prison Break: The Conspiracy,0.45999999999999996,2010-03-30,2.5,Adventure,Deep Silver
Pro Evolution Soccer 2008,6.2,2008-03-11,7.1,Sports,Konami
Pro Evolution Soccer 2010,5.17,2009-11-03,7.0,Sports,Konami
Pro Evolution Soccer 2011,3.08,2010-10-05,6.0,Sports,Konami
Pro Evolution Soccer 2011 3D,0.38,2011-03-25,7.5,Sports,Konami
Pro Evolution Soccer 2012,2.78,2011-09-27,7.0,Sports,Konami
Pro Evolution Soccer 2014,1.4400000000000002,2013-09-20,7.9,Sports,Konami Digital Entertainment
Professor Layton and the Azran Legacy,0.81,2014-02-28,8.0,Puzzle,Nintendo
Professor Layton vs Ace Attorney,0.82,2014-08-29,8.1,Adventure,Nintendo
Project CARS 2,0.75,2017-09-22,8.5,Racing,Namco Bandai Games
Project Sylpheed: Arc of Deception,0.15,2007-07-10,6.7,Shooter,Microsoft
Project X Zone 2,0.19,2016-02-16,6.6,Role-Playing,Namco Bandai Games
Pryzm Chapter One: The Dark Unicorn,0.12,2002-06-10,6.3,Adventure,TDK Mediactive
Psychonauts,0.21,2005-04-19,8.6,Platform,Majesco
Puchi Puchi Virus,0.09,2009-05-20,7.4,Puzzle,NIS America
Pure,3.3600000000000003,2008-09-16,7.0,Racing,Disney Interactive Studios
Pure (JP sales),0.0,2009-06-25,7.0,Racing,Disney Interactive Studios
Pure Farming 2018,0.04,2018-03-13,7.0,Simulation,Techland
Pure Futbol,0.42,2010-06-01,3.8,Sports,Ubisoft
Pursuit Force,0.17,2006-03-07,7.4,Racing,Sony Computer Entertainment
Pursuit Force: Extreme Justice,0.17,2008-01-29,7.4,Racing,Sony Computer Entertainment
Puyo Pop Fever,0.01,2004-07-20,7.9,Puzzle,Sega
Puzzle Challenge: Crosswords and More!,0.2,2006-06-09,6.4,Puzzle,Crave Entertainment
Puzzle Chronicles,0.1,2010-02-02,6.5,Puzzle,Konami
Quake 4,0.39,2005-10-11,7.3,Shooter,Activision
Quest 64,0.47,1998-06-11,5.4,Role-Playing,THQ
R-Type Final,0.19,2004-02-03,8.1,Shooter,Eidos Interactive
R.U.S.E.,1.03,2010-09-07,8.0,Strategy,Ubisoft
R4: Ridge Racer Type 4,2.06,1999-05-04,9.1,Racing,Namco
R: Racing Evolution,0.08,2003-12-09,6.1,Racing,Namco
RIFT,0.7,2011-03-01,8.3,Role-Playing,Unknown
RPG Maker 3,0.06,2005-09-21,7.0,Role-Playing,Agetec
RPG Maker: Fes,0.07,2017-06-27,7.0,Role-Playing,NIS America
Rabbids Go Home,1.8499999999999999,2009-11-03,8.0,Adventure,Ubisoft
Rabbids Land,0.03,2012-11-18,6.1,Party,Ubisoft
Racquet Sports,0.34,2010-09-14,4.2,Sports,Ubisoft
Radiant Historia,0.3,2011-02-22,8.5,Role-Playing,Atlus
Radiant Historia: Perfect Chronology,0.21,2018-02-13,8.1,Role-Playing,Atlus
Radiant Silvergun,0.03,1998-07-23,9.0,Shooter,ESP
Rage,3.29,2011-10-04,7.8,Shooter,Bethesda Softworks
Ragnarok DS,0.22,2010-02-16,7.0,Role-Playing,Xseed Games
Raiden IV,0.12,2009-09-08,7.0,Shooter,UFO Interactive
Railroad Tycoon 3,0.03,2003-10-28,8.8,Strategy,Gathering of Developers
Railroad Tycoon II,0.11,2000-01-31,6.6,Strategy,Take-Two Interactive
Ratatouille,4.41,2007-06-26,5.2,Platform,THQ
Ratchet & Clank: Quest for Booty,0.55,2008-09-12,7.6,Platform,Sony Computer Entertainment
Ratchet & Clank: Size Matters,3.75,2007-02-13,8.5,Platform,Sony Computer Entertainment
Rave Master,0.05,2005-03-08,6.8,Fighting,Konami
Raving Rabbids: Travel in Time 3D,0.38,2011-04-10,5.8,Platform,Ubisoft
Rayman,3.03,1995-09-01,7.0,Platform,Ubisoft
Rayman 2: Revolution,0.3,2001-01-30,8.7,Platform,Ubisoft
Rayman 2: The Great Escape,0.96,1999-10-31,8.7,Platform,Ubisoft
Rayman 3,0.14,2003-03-02,7.9,Platform,Ubisoft
Rayman 3: Hoodlum Havoc,0.45999999999999996,2003-03-02,7.3,Platform,Ubisoft
Rayman 3D,0.64,2011-03-22,6.3,Platform,Ubisoft
Rayman Arena,0.81,2002-09-24,5.0,Racing,Ubisoft
Rayman DS,0.26,2005-03-24,5.4,Platform,Ubisoft
Rayman Legends,1.37,2013-09-03,4.5,Platform,Ubisoft
Rayman Origins,1.78,2011-11-15,8.5,Platform,Ubisoft
Rayman Raving Rabbids,1.63,2006-11-14,6.4,Misc,Ubisoft
Rayman Raving Rabbids 2,1.84,2007-11-15,6.6,Misc,Ubisoft
Rayman Raving Rabbids: TV Party,2.03,2008-11-18,7.1,Misc,Ubisoft
Rayman: Hoodlum's Revenge,0.06,2005-03-15,6.2,Platform,Ubisoft
Ready 2 Rumble Boxing,1.67,1999-10-31,7.6,Sports,Midway Games
Ready 2 Rumble Boxing: Round 2,1.57,2000-10-23,4.8,Fighting,Midway Games
Ready 2 Rumble Revolution,0.16,2009-03-17,3.1,Sports,Atari
Real Heroes: Firefighter,0.64,2009-08-04,7.4,Action,Conspiracy Entertainment
Record of Agarest War,0.2,2010-04-27,7.0,Role-Playing,Aksys Games
Record of Agarest War Zero,0.23,2011-06-14,6.2,Strategy,Aksys Games
Red Dead Redemption,13.07,2010-05-18,9.5,Action,Rockstar Games
Red Dead Redemption 2,13.94,2018-10-26,9.8,Action-Adventure,Rockstar Games
Red Dead Redemption: Undead Nightmare,2.29,2010-11-23,10.0,Action,Rockstar Games
Red Faction,1.92,2001-05-21,8.1,Shooter,THQ
Red Faction II,1.65,2002-10-15,7.2,Shooter,THQ
Red Faction: Armageddon,0.8500000000000001,2011-06-07,7.0,Shooter,THQ
Red Faction: Guerrilla,1.64,2009-06-02,8.3,Shooter,THQ
Red Orchestra 2: Heroes of Stalingrad,0.13,2011-09-13,7.7,Shooter,Tripwire Interactive
Rengoku: The Tower of Purgatory,0.11,2005-04-26,4.7,Action,Konami
Reservoir Dogs,0.0,2006-10-24,5.6,Action,Eidos Interactive
Resident Evil,0.17,1997-08-31,7.3,Action,Capcom
Resident Evil - Code: Veronica X,0.06,2003-12-03,5.6,Action,Capcom
Resident Evil 2,0.6200000000000001,1999-10-31,5.9,Action,Capcom
Resident Evil 3: Nemesis,0.08,2001-04-16,5.7,Action,Capcom
Resident Evil 5,8.629999999999999,2009-03-13,8.6,Action,Capcom
Resident Evil 5: Gold Edition,0.0,2010-03-09,9.1,Action,Capcom
Resident Evil Archives: Resident Evil,0.3,2009-06-23,7.6,Action,Capcom
Resident Evil Archives: Resident Evil Zero,0.24,2009-12-01,5.8,Action,Capcom
Resident Evil Outbreak File #2,0.57,2005-04-26,5.8,Action,Capcom
Resident Evil: Dead Aim,0.35,2003-06-18,6.7,Shooter,Capcom
Resident Evil: Deadly Silence,0.26,2006-02-07,6.7,Action,Capcom
Resident Evil: Revelations,2.31,2012-02-07,7.2,Action,Capcom
Resident Evil: The Darkside Chronicles,1.05,2009-11-17,7.2,Shooter,Capcom
Resident Evil: The Mercenaries 3D,0.49,2011-06-28,6.3,Shooter,Capcom
Resistance: Burning Skies,0.44,2012-05-29,4.8,Shooter,Sony Computer Entertainment
Resistance: Retribution,0.9,2009-03-17,8.0,Shooter,Sony Computer Entertainment
Resonance of Fate,1.07,2010-03-16,7.4,Role-Playing,Sega
Retro Game Challenge,0.11,2009-02-10,8.1,Action,Xseed Games
Return to PopoloCrois: A Story of Seasons Fairytale,0.22,2016-03-01,7.0,Simulation,Xseed Games
Rez,0.05,2002-01-07,9.0,Shooter,Sega
Rhapsody: A Musical Adventure,0.09,2000-03-30,6.7,Role-Playing,Atlus
Rhythm Thief & the Emperor's Treasure,0.28,2012-07-10,7.5,Misc,Sega
RiME,0.26,2017-05-26,4.5,Adventure,Grey Box
Ride 3,0.07,2018-11-30,7.3,Racing,Bandai Namco Entertainment
Ridge Racer,0.79,1995-09-09,9.0,Racing,Namco
Ridge Racer 2,0.1,2020-12-31,7.5,Racing,Unknown
Ridge Racer 6,0.2,2005-11-17,7.9,Racing,Namco
Ridge Racer DS,0.15,2004-12-07,6.3,Racing,Namco
Ring of Red,0.11,2001-03-12,8.0,Strategy,Konami
Rise of Nations: Rise of Legends,0.03,2006-05-09,8.3,Strategy,Microsoft Game Studios
Rise of the Argonauts,0.37,2008-12-16,5.0,Action,Codemasters
Risen,0.33,2009-10-02,5.9,Role-Playing,Deep Silver
Risen 2: Dark Waters,0.37,2012-07-31,5.5,Role-Playing,Deep Silver
Risen 3: Titan Lords Enhanced Edition,0.07,2015-08-21,1.0,Role-Playing,Deep Silver
Riviera: The Promised Land,0.1,2005-06-28,8.7,Role-Playing,Atlus
RoadKill,0.03,2003-10-30,7.7,Action,Midway Games
Roadsters,0.03,2000-03-21,4.5,Racing,Titus
Roadsters 99,0.2,1999-11-30,6.4,Racing,Titus
Robert Ludlum's The Bourne Conspiracy,0.39,2008-06-03,7.6,Action,Sierra Entertainment
Robotech: Battlecry,0.16,2002-10-11,7.2,Shooter,TDK Mediactive
Robots,0.14,2005-02-24,4.5,Action,VU Games
Rock Band,7.28,2007-11-20,8.1,Misc,MTV Games
Rock Band 2,5.3100000000000005,2008-09-14,7.9,Misc,MTV Games
Rock Band 3,2.18,2010-10-26,8.5,Misc,MTV Games
Rock Band Unplugged,0.5,2009-06-09,8.0,Misc,MTV Games
Rock Revolution,0.29,2008-10-15,3.6,Misc,Konami
Rock of the Dead,0.05,2010-10-19,5.0,Shooter,Conspiracy Entertainment
Rocket League,3.92,2015-07-07,8.0,Sports,505 Games
Rocket: Robot on Wheels,0.12,1999-11-17,8.3,Platform,Ubisoft
Rocksmith,2.26,2011-10-18,8.0,Misc,Ubisoft
Rocksmith 2014,3.17,2013-10-22,8.4,Music,Ubisoft
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,4.21,2003-10-21,9.7,Action,Rockstar Games
Rockstar Games presents Table Tennis,2.01,2006-05-22,6.8,Sports,Rockstar Games
Rocky,0.09,2002-11-17,7.0,Fighting,Ubisoft
Rodea the Sky Soldier,0.14,2015-11-10,7.0,Action-Adventure,NIS America
Rogue Galaxy,0.84,2007-01-30,8.3,Role-Playing,Sony Computer Entertainment
Rogue Ops,0.05,2003-10-29,6.1,Action,Kemco
Rogue Trooper: Quartz Zone Massacre,0.07,2009-11-24,8.0,Shooter,Graffiti
Rogue Warrior,0.24,2009-12-01,2.5,Shooter,Bethesda Softworks
RollerCoaster Tycoon,0.17,1999-03-31,5.5,Simulation,Atari
RollerCoaster Tycoon 2,1.25,2002-10-15,7.3,Strategy,Atari
Rome: Total War,0.11,2004-09-22,9.0,Strategy,Activision
Rooms: The Main Building,0.06,2010-03-23,7.0,Adventure,Hudson Soft
Ruff Trigger: The Vanocore Conspiracy,0.02,2006-06-28,5.9,Platform,Natsume
Rugby 2004,0.22,2003-09-16,5.0,Sports,EA Sports
Rugby World Cup 2011,0.6000000000000001,2011-08-26,4.5,Sports,505 Games
Rule of Rose,0.02,2006-09-12,5.9,Action,Atlus
Rumble Roses XX,0.13,2006-03-28,6.5,Fighting,Konami
Rune Factory 2: A Fantasy Harvest Moon,0.52,2008-11-18,7.9,Role-Playing,Natsume
Rune Factory 3: A Fantasy Harvest Moon,0.41,2010-11-09,8.0,Role-Playing,Natsume
Rune Factory: A Fantasy Harvest Moon,0.53,2007-08-14,8.1,Role-Playing,Natsume
Rune Factory: Frontier,0.37,2009-03-17,7.9,Role-Playing,Xseed Games
Rune Factory: Tides of Destiny,0.23,2011-10-11,6.5,Simulation,Natsume
Runner3,0.02,2018-05-22,7.5,Platform,Nicalis
République,0.02,2016-03-22,6.5,Action-Adventure,GungHo Online Entertainment
S.T.A.L.K.E.R.: Call of Pripyat,0.06,2010-02-02,8.0,Shooter,Viva Media
S.T.A.L.K.E.R.: Clear Sky,0.03,2008-09-15,7.0,Shooter,Koch Media
SAW,0.64,2009-10-06,6.0,Action,Konami
SNK Arcade Classics Vol. 1,0.15,2008-05-05,6.7,Misc,SNK Playmore
SOCOM 4: U.S. Navy SEALs,0.9,2011-04-19,7.0,Shooter,Sony Computer Entertainment
SOCOM: Tactical Strike,0.36,2007-11-06,7.1,Shooter,Sony Computer Entertainment
SOCOM: U.S. Navy SEALs,3.65,2002-08-27,8.0,Shooter,Sony Computer Entertainment
SOCOM: U.S. Navy SEALs Confrontation,1.26,2008-10-14,6.3,Shooter,Sony Computer Entertainment
SOCOM: U.S. Navy SEALs Fireteam Bravo,1.12,2005-11-08,7.9,Shooter,Sony Computer Entertainment
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,1.05,2006-11-07,8.2,Shooter,Sony Computer Entertainment
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,0.45,2010-02-16,7.5,Shooter,Sony Computer Entertainment
SSX 3,0.38,2003-10-20,9.5,Sports,EA Sports BIG
SSX Tricky,2.27,2001-11-05,8.4,Sports,EA Sports BIG
SSX on Tour,0.23,2005-10-11,8.2,Sports,EA Sports BIG
STORM: Frontline Nation,0.01,2011-06-28,7.0,Strategy,Viva Media
SaGa Frontier 2,0.94,2000-01-31,7.4,Role-Playing,Square EA
Sacred 2: Fallen Angel,1.15,2009-05-11,7.0,Role-Playing,CDV Software Entertainment
Saints Row 2,4.79,2008-10-14,6.6,Action,THQ
Saints Row: The Third,5.63,2011-11-15,8.3,Action,THQ
Sakura Wars,0.11,2000-05-25,7.6,Adventure,Sega
"Sakura Wars: So Long, My Love",0.39999999999999997,2010-03-30,7.4,Role-Playing,NIS America
Sam & Max Hit the Road,0.0,1993-01-01,9.0,Adventure,LucasArts
Sam & Max: Season One,0.15,2008-10-15,7.1,Adventure,The Adventure Company
Samba De Amigo,0.89,2008-09-23,6.7,Misc,Sega
Samurai Shodown Sen,0.08,2010-03-30,4.8,Fighting,Xseed Games
Samurai Warriors 2,0.69,2006-09-19,5.4,Action,KOEI
Samurai Warriors 3,0.44,2010-09-27,5.1,Action,Nintendo
Samurai Warriors: State of War,0.19,2006-03-07,6.5,Action,KOEI
Sands of Destruction,0.23,2010-01-12,6.5,Role-Playing,Sega
Saw II: Flesh & Blood,0.33999999999999997,2010-10-19,4.2,Action,Konami
Scaler,0.04,2004-11-17,7.3,Platform,Global Star Software
Scarface: Money. Power. Respect.,0.16,2006-10-08,6.4,Strategy,Sierra Entertainment
Scene It? Box Office Smash,0.65,2008-10-28,7.6,Misc,Microsoft Game Studios
Scene It? Bright Lights! Big Screen!,0.14,2009-11-17,6.2,Misc,Warner Bros. Interactive
School Tycoon,0.0,2004-01-15,6.9,Strategy,Global Star Software
Scooby-Doo! and the Spooky Swamp,0.45,2010-09-14,7.6,Action,Warner Bros. Interactive
Scribblenauts: Unlimited,0.38,2012-11-18,7.0,Puzzle,Warner Bros. Interactive Entertainment
Sea of Thieves,0.96,2018-03-20,6.9,Action-Adventure,Microsoft Studios
Seaman,0.52,2000-08-09,8.1,Simulation,Sega
Second Sight,0.26,2004-09-21,7.0,Adventure,Codemasters
Secret Agent Clank,0.74,2008-06-17,7.0,Platform,Sony Computer Entertainment
Secret Agent Clank(US sales),0.55,2008-06-17,7.2,Platform,Sony Computer Entertainment
Section 8,0.27,2009-09-01,7.1,Shooter,SouthPeak Interactive
Seek and Destroy,1.06,2002-12-11,5.6,Racing,Conspiracy Entertainment
Sega 3D Classics Collection,0.05,2016-04-26,7.0,Misc,Sega
Sega GT,0.13,2000-08-29,7.8,Racing,Sega
Sega Genesis Collection,1.45,2006-11-16,8.3,Misc,Sega
Sega Rally Championship 2,0.41,1999-10-31,8.5,Racing,Sega
Sega Superstars Tennis,5.470000000000001,2008-03-18,6.2,Sports,Sega
Sengoku Basara: Samurai Heroes,0.9299999999999999,2010-10-12,6.0,Action,Capcom
Sesame Street: Once Upon A Monster,0.52,2011-10-11,8.0,Education,Warner Bros. Interactive
Shadow Hearts,0.28,2001-12-11,7.0,Role-Playing,Midway Games
Shadow Hearts: Covenant,0.24,2004-09-27,8.1,Role-Playing,Midway Games
Shadow Hearts: From The New World,0.14,2006-03-07,7.6,Role-Playing,Xseed Games
Shadow The Hedgehog,1.17,2005-11-15,4.9,Platform,Sega
